Security Code	Security Id	Ticker	Security Name	Current Price	Market Capitalization	Company Type	Industry Type	Macro-Economic Indicator	Sector	Industry	Industry Subgroup Name
540725	SHAREINDIA	NSE:SHAREINDIA	Share India Securities Ltd	197.7	4332.789287	Small Cap	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
540726	TTFL	NSE:TTFL	Trident Texofab Ltd	379	568.339304	Micro Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540727	POOJA	NSE:POOJA	Poojawestern Metaliks Ltd	35.1	35.5984184	SME	Other Industrial Products	Industrials	Capital Goods	Industrial Products	Other Industrial Products
540728	SAYAJIIND	NSE:SAYAJIIND	Sayaji Industries Ltd	73.4	185.5552038	SME	Other Agricultural Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Other Agricultural Products
540729	VANTABIO	NSE:VANTABIO	Vanta Bioscience Ltd	25.2	17.9222405	SME	Healthcare Research- Analytics & Technology	Healthcare	Healthcare	Healthcare Services	Healthcare Research, Analytics & Technology
540730	MEHAI	NSE:MEHAI	Mehai Technology Ltd	6.54	484.6532371	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540735	IRIS	NSE:IRIS	IRIS Business Services Ltd	317.5	652.72412	Micro Cap	Software Products	Information Technology	Information Technology	IT - Software	Software Products
540737	SGRL	NSE:SGRL	Shree Ganesh Remedies Ltd	498.85	640.4046815	Micro Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540738	STL	NSE:STL	Shreeji Translogistics Ltd	11.82	82.6022948	SME	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
540743	GODREJAGRO	NSE:GODREJAGRO	Godrej Agrovet Ltd	662.2	12708.91607	Small Cap	Animal Feed	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Animal Feed
540749	MASFIN	NSE:MASFIN	MAS Financial Services Ltd	306.1	5629.741112	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
540750	IEX	NSE:IEX	Indian Energy Exchange Ltd	144.8	12861.33909	Small Cap	Exchange and Data Platform	Financial Services	Financial Services	Capital Markets	Exchange and Data Platform
540755	GICRE	NSE:GICRE	General Insurance Corporation of India	388.35	68132.12507	Mid Cap	General Insurance	Financial Services	Financial Services	Insurance	General Insurance
540756	KAARYAFSL	NSE:KAARYAFSL	Kaarya Facilities and Services Ltd	26.15	24.45092	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
540757	SCPL	NSE:SCPL	Sheetal Cool Products Ltd	235.25	247.0125	SME	Dairy Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Dairy Products
540762	TIINDIA	NSE:TIINDIA	Tube Investments of India Ltd	3209.5	62103.15101	Mid Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
540767	NAM-INDIA	NSE:NAM-INDIA	Nippon Life India Asset Management Ltd	943.6	60073.98106	Mid Cap	Asset Management Company	Financial Services	Financial Services	Capital Markets	Asset Management Company
540768	MAHLOG	NSE:MAHLOG	Mahindra Logistics Ltd	361	3598.244839	Small Cap	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
540769	NIACL	NSE:NIACL	The New India Assurance Company Ltd	187.5	30934.3627	Mid Cap	General Insurance	Financial Services	Financial Services	Insurance	General Insurance
540774	IFGLEXPOR	NSE:IFGLEXPOR	IFGL Refractories Ltd	257.8	1858.186736	Small Cap	Electrodes & Refractories	Industrials	Capital Goods	Industrial Products	Electrodes & Refractories
540775	KHADIM	NSE:KHADIM	Khadim India Ltd	248.6	455.413658	SME	Footwear	Consumer Discretionary	Consumer Durables	Consumer Durables	Footwear
540776	5PAISA	NSE:5PAISA	5paisa Capital Ltd	315.5	985.44348	Micro Cap	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
540777	HDFCLIFE	NSE:HDFCLIFE	HDFC Life Insurance Company Ltd	743.6	160286.3953	Large Cap	Life Insurance	Financial Services	Financial Services	Insurance	Life Insurance
540782	SBRANDS	NSE:SBRANDS	Sanghvi Brands Ltd	12.1	12.6032151	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
540786	SHARIKA	NSE:SHARIKA	Sharika Enterprises Ltd	15.06	65.2098018	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540787	ICICIB22	NSE:ICICIB22	BHARAT 22 ETF - ICICI Prudential AMC	114.9	0	SME		-	-	-	-
540788	ASPIRA	NSE:ASPIRA	Aspira Pathlab & Diagnostics Ltd	64.24	0	SME	Healthcare Service Provider	Healthcare	Healthcare	Healthcare Services	Healthcare Service Provider
540789	DNAMEDIA	NSE:DNAMEDIA	Diligent Media Corporation Ltd	4.33	50.9675631	SME	Electronic Media	Consumer Discretionary	Media, Entertainment & Publication	Media	Electronic Media
540795	DYCL	NSE:DYCL	Dynamic Cables Ltd	421.7	2049.279947	Small Cap	Cables - Electricals	Industrials	Capital Goods	Industrial Products	Cables - Electricals
540796	RATNABHUMI	NSE:RATNABHUMI	Ratnabhumi Developers Ltd	219.55	300.7835041	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
540797	SHALBY	NSE:SHALBY	Shalby Ltd	246.2	2645.835045	Small Cap	Hospital	Healthcare	Healthcare	Healthcare Services	Hospital
540798	FSC	NSE:FSC	Future Supply Chain Solutions Ltd	2.5	10.9817396	SME	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
540809	MRCAGRO	NSE:MRCAGRO	MRC Agrotech Ltd	42.6	87.2763208	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540811	DML	NSE:DML	Diggi Multitrade Ltd	15	14.51625	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540821	SADHNA	NSE:SADHNA	Sadhna Broadcast Ltd	2.11	21.1559983	SME	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
540824	ASTRON	NSE:ASTRON	Astron Paper & Board Mill Ltd	10.2	48.1274924	SME	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
540829	CHANDRIMA	NSE:CHANDRIMA	Chandrima Mercantiles Ltd	8.59	286.1926055	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540843	RITHWIKFMS	NSE:RITHWIKFMS	Rithwik Facility Management Services Ltd	162.75	49.8015	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
540850	JFL	NSE:JFL	Jhandewalas Foods Ltd	56.1	74.3905614	SME	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
540874	7SEASL	NSE:7SEASL	7Seas Entertainment Ltd	85.53	190.9221159	SME	Digital Entertainment	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	Digital Entertainment
540879	APOLLO	NSE:APOLLO	Apollo Micro Systems Ltd	289.5	9716.50914	Small Cap	Aerospace & Defense	Industrials	Capital Goods	Aerospace & Defense	Aerospace & Defense
540900	NEWGEN	NSE:NEWGEN	Newgen Software Technologies Ltd	891.8	12719.49225	Small Cap	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
540901	PRAXIS	NSE:PRAXIS	Praxis Home Retail Ltd	12.4	234.2821034	SME	Speciality Retail	Consumer Discretionary	Consumer Services	Retailing	Speciality Retail
540902	AMBER	NSE:AMBER	Amber Enterprises India Ltd	8300	28182.03493	Small Cap	Household Appliances	Consumer Discretionary	Consumer Durables	Consumer Durables	Household Appliances
540903	CRPRISK	NSE:CRPRISK	CRP Risk Management Ltd	0	0	SME	Consulting Services	Services	Services	Commercial Services & Supplies	Consulting Services
540904	TIRUFOAM	NSE:TIRUFOAM	Tirupati Foam Ltd	122	53.7654	SME	Furniture- Home Furnishing	Consumer Discretionary	Consumer Durables	Consumer Durables	Furniture, Home Furnishing
540914	SRUSTEELS	NSE:SRUSTEELS	SRU Steels Ltd	4.6	27.5720544	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
540923	ASHOKAMET	NSE:ASHOKAMET	Ashoka Metcast Ltd	17	42.4932	SME	Trading - Metals	Commodities	Metals & Mining	Metals & Minerals Trading	Trading - Metals
540935	GALAXYSURF	NSE:GALAXYSURF	Galaxy Surfactants Ltd	2254.1	8026.510819	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
540936	GGL	NSE:GGL	Gautam Gems Ltd	4.07	18.765912	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540937	MEDICO	NSE:MEDICO	Medico Remedies Ltd	50	414.91995	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
540938	GUJHYSPIN	NSE:GUJHYSPIN	Gujarat Hy-Spin Ltd	17.5	29.3125	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540952	LAL	NSE:LAL	Lorenzini Apparels Ltd	10.69	184.6553112	SME	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
540953	KENVI	NSE:KENVI	Kenvi Jewels Ltd	3.07	38.7986898	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
540954	IWP	NSE:IWP	The Indian Wood Products Company Ltd	42.96	274.8267992	SME	Forest Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Forest Products
540955	TDSL	NSE:TDSL	Tasty Dairy Specialities Ltd	8.77	17.9171109	SME	Dairy Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Dairy Products
540956	BHATIA	NSE:BHATIA	Bhatia Communications & Retail (India) Ltd	28.62	358.1847483	SME	Speciality Retail	Consumer Discretionary	Consumer Services	Retailing	Speciality Retail
540961	SHIVAMILLS	NSE:SHIVAMILLS	Shiva Mills Ltd	64.95	56.0592169	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
540975	ASTERDM	NSE:ASTERDM	Aster DM Healthcare Ltd	719.45	37189.73809	Mid Cap	Hospital	Healthcare	Healthcare	Healthcare Services	Hospital
540980	YSL	NSE:YSL	The Yamuna Syndicate Ltd	35975	1105.745588	Small Cap	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
541005	KANCOTEA	NSE:KANCOTEA	Kanco Tea & Industries Ltd	62.4	31.9664412	SME	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
541006	ANGEL	NSE:ANGEL	Angel Fibers Ltd	14.73	36.825	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
541019	HGINFRA	NSE:HGINFRA	H.G. Infra Engineering Ltd	936.2	6101.318462	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
541083	INFLAME	NSE:INFLAME	Inflame Appliances Ltd	265.15	198.6238869	SME	Houseware	Consumer Discretionary	Consumer Durables	Consumer Durables	Houseware
541096	BPLPHARMA	NSE:BPLPHARMA	Bharat Parenterals Ltd	1247.45	859.737766	Micro Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
541112	SHREESHAY	NSE:SHREESHAY	Shreeshay Engineers Ltd	33	43.57121	SME	Civil Construction	Industrials	Construction	Construction	Civil Construction
541133	ACFL	NSE:ACFL	Apex Capital And Finance Ltd	45.6	0	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
541143	BDL	NSE:BDL	Bharat Dynamics Ltd	1515	55559.50175	Mid Cap	Aerospace & Defense	Industrials	Capital Goods	Aerospace & Defense	Aerospace & Defense
541144	ACTIVE	NSE:ACTIVE	Active Clothing Co Ltd	110	170.63431	SME	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
541152	GOYALALUM	NSE:GOYALALUM	Goyal Aluminiums Ltd	7.1	101.3402156	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
541153	BANDHANBNK	NSE:BANDHANBNK	Bandhan Bank Ltd	170.38	27569.41407	Small Cap	Private Sector Bank	Financial Services	Financial Services	Banks	Private Sector Bank
541154	HAL	NSE:HAL	Hindustan Aeronautics Ltd	4813.4	321562.0354	Large Cap	Aerospace & Defense	Industrials	Capital Goods	Aerospace & Defense	Aerospace & Defense
541161	KBCGLOBAL	NSE:KBCGLOBAL	KBC Global Ltd	0.47	230.7056094	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
541163	SANDHAR	NSE:SANDHAR	Sandhar Technologies Ltd	522.05	3148.27449	Small Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
541167	YASHO	NSE:YASHO	Yasho Industries Ltd	1587	1913.460183	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
541178	BENARA	NSE:BENARA	Benara Bearings and Pistons Ltd	13.85	24.5245973	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
541179	ISEC	NSE:ISEC	ICICI Securities Ltd	0	0	SME	Stockbroking & Allied	Financial Services	Financial Services	Capital Markets	Stockbroking & Allied
541195	MIDHANI	NSE:MIDHANI	Mishra Dhatu Nigam Ltd	378.25	7114.230294	Small Cap	Aerospace & Defense	Industrials	Capital Goods	Aerospace & Defense	Aerospace & Defense
541196	LEX	NSE:LEX	Lex Nimble Solutions Ltd	96.97	40.63043	SME	Consulting Services	Services	Services	Commercial Services & Supplies	Consulting Services
541206	OBCL	NSE:OBCL	Orissa Bengal Carrier Ltd	55.2	116.3769472	SME	Logistics Solution Provider	Services	Services	Transport Services	Logistics Solution Provider
541228	TRL	NSE:TRL	Taylormade Renewables Ltd	182.75	226.568333	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
541233	LEMONTREE	NSE:LEMONTREE	Lemon Tree Hotels Ltd	167	13223.85826	Small Cap	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
541269	CHEMFAB	NSE:CHEMFAB	Chemfab Alkalis Ltd	579.3	829.2260873	Micro Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
541276	HARDWYN	NSE:HARDWYN	Hardwyn India Ltd	13.04	636.9179341	Micro Cap	Furniture- Home Furnishing	Consumer Discretionary	Consumer Durables	Consumer Durables	Furniture, Home Furnishing
541299	DLCL	NSE:DLCL	Dr Lalchandani Labs Ltd	23.58	10.21737	SME	Healthcare Service Provider	Healthcare	Healthcare	Healthcare Services	Healthcare Service Provider
541301	ORIENTELEC	NSE:ORIENTELEC	Orient Electric Ltd	208	4450.706881	Small Cap	Household Appliances	Consumer Discretionary	Consumer Durables	Consumer Durables	Household Appliances
541302	DHRUV	NSE:DHRUV	Dhruv Consultancy Services Ltd	51	96.729456	SME	Consulting Services	Services	Services	Commercial Services & Supplies	Consulting Services
541303	AKSHAR	NSE:AKSHAR	Akshar Spintex Ltd	0.61	48.0355735	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
541304	INDOUS	NSE:INDOUS	Indo Us Bio-Tech Ltd	141.5	283.7356585	SME	Other Agricultural Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Other Agricultural Products
541313	BSE500IETF	NSE:BSE500IETF	ICICI Prudential BSE 500 ETF	40.22	0	SME		-	-	-	-
541336	INDOSTAR	NSE:INDOSTAR	Indostar Capital Finance Ltd	237.61	3248.35919	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
541337	MILEFUR	NSE:MILEFUR	Milestone Furniture Ltd	17.01	15.8141921	SME	Furniture- Home Furnishing	Consumer Discretionary	Consumer Durables	Consumer Durables	Furniture, Home Furnishing
541338	UHZAVERI	NSE:UHZAVERI	U. H. Zaveri Ltd	14.69	44.924942	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
541347	PARVATI	NSE:PARVATI	Parvati Sweetners and Power Ltd	6.97	103.9532254	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
541352	MEGASTAR	NSE:MEGASTAR	Megastar Foods Ltd	220	248.4614	SME	Other Food Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Other Food Products
541353	INNOVATORS	NSE:INNOVATORS	Innovators Facade Systems Ltd	214.45	404.6199652	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
541358	UCIL	NSE:UCIL	Unifinz Capital India Ltd	570	469.2417	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
541400	ZIMLAB	NSE:ZIMLAB	Zim Laboratories Ltd	68.19	332.3295002	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
541402	AFFORDABLE	NSE:AFFORDABLE	Affordable Robotic & Automation Ltd	270	303.64902	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
541403	DOLLAR	NSE:DOLLAR	Dollar Industries Ltd	357.55	2031.586413	Small Cap	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
541418	NGIL	NSE:NGIL	Nakoda Group of Industries Ltd	30.15	53.3891067	SME	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
541444	PALMJEWELS	NSE:PALMJEWELS	Palm Jewels Ltd	22.28	22.3712372	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
541445	WAA	NSE:WAA	Waa Solar Ltd	63.5	84.243926	SME	Power Generation	Utilities	Power	Power	Power Generation
541450	ADANIGREEN	NSE:ADANIGREEN	Adani Green Energy Ltd	1045.7	172245.0817	Large Cap	Power Generation	Utilities	Power	Power	Power Generation
541503	UNICK	NSE:UNICK	Unick Fix-A-Form And Printers Ltd	62.01	34.012484	SME	Printing & Publication	Consumer Discretionary	Media, Entertainment & Publication	Printing & Publication	Printing & Publication
541540	SOLARA	NSE:SOLARA	Solara Active Pharma Sciences Ltd	594.2	2694.894852	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
541546	GAYAHWS	NSE:GAYAHWS	Gayatri Highways Ltd	3.24	77.6472158	SME	Road Assetsâ€“Toll- Annuity- Hybrid-Annuity	Services	Services	Transport Infrastructure	Road Assetsâ€“Toll, Annuity, Hybrid-Annuity
541556	RITES	NSE:RITES	RITES Ltd	248.16	11926.6616	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
541557	FINEORG	NSE:FINEORG	Fine Organic Industries Ltd	4463	13694.39699	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
